,codes,name,links,coord,label,timezone,id,lat,lon,administrative_regions
21,"[{'type': 'source', 'value': '87726364'}, {'type': 'uic', 'value': '87726364'}]",Chartres Pôle d'Échange Compa,[],"{'lat': '48.446547', 'lon': '1.476653'}",Chartres Pôle d'Échange Compa (Chartres),Europe/Paris,stop_area:SNCF:87726364,48.446547,1.476653,"[{'insee': '28085', 'name': 'Chartres', 'level': 8, 'coord': {'lat': '48.4438601', 'lon': '1.4881434'}, 'label': 'Chartres (28000)', 'id': 'admin:fr:28085', 'zip_code': '28000'}]"
22,"[{'type': 'source', 'value': '87682419'}, {'type': 'uic', 'value': '87682419'}]",Chartrettes,[],"{'lat': '48.487117', 'lon': '2.695038'}",Chartrettes (Chartrettes),Europe/Paris,stop_area:SNCF:87682419,48.487117,2.695038,"[{'insee': '77096', 'name': 'Chartrettes', 'level': 8, 'coord': {'lat': '48.4881157', 'lon': '2.7005289'}, 'label': 'Chartrettes (77590)', 'id': 'admin:fr:77096', 'zip_code': '77590'}]"
23,"[{'type': 'source', 'value': '87722561'}, {'type': 'uic', 'value': '87722561'}]",Chasse-sur-Rhône,[],"{'lat': '45.582406', 'lon': '4.794848'}",Chasse-sur-Rhône (Chasse-sur-Rhône),Europe/Paris,stop_area:SNCF:87722561,45.582406,4.794848,"[{'insee': '38087', 'name': 'Chasse-sur-Rhône', 'level': 8, 'coord': {'lat': '45.5789437', 'lon': '4.8114503'}, 'label': 'Chasse-sur-Rhône (38670)', 'id': 'admin:fr:38087', 'zip_code': '38670'}]"
24,"[{'type': 'source', 'value': '87575225'}, {'type': 'uic', 'value': '87575225'}]",Chasseneuil-du-Poitou,[],"{'lat': '46.65177', 'lon': '0.373028'}",Chasseneuil-du-Poitou (Chasseneuil-du-Poitou),Europe/Paris,stop_area:SNCF:87575225,46.65177,0.373028,"[{'insee': '86062', 'name': 'Chasseneuil-du-Poitou', 'level': 8, 'coord': {'lat': '46.6505634', 'lon': '0.3748389'}, 'label': 'Chasseneuil-du-Poitou (86360)', 'id': 'admin:fr:86062', 'zip_code': '86360'}]"
0,"[{'type': 'source', 'value': '87775148'}, {'type': 'uic', 'value': '87775148'}]",Chasseradès,[],"{'lat': '44.553985', 'lon': '3.839932'}",Chasseradès (Mont Lozère et Goulet),Europe/Paris,stop_area:SNCF:87775148,44.553985,3.839932,"[{'insee': '48027', 'name': 'Mont Lozère et Goulet', 'level': 8, 'coord': {'lat': '44.486663', 'lon': '3.7360401'}, 'label': 'Mont Lozère et Goulet', 'id': 'admin:fr:48027', 'zip_code': ''}]"
1,"[{'type': 'source', 'value': '87751222'}, {'type': 'uic', 'value': '87751222'}]",Château-Arnoux Mairie,[],"{'lat': '44.093331', 'lon': '6.009441'}",Château-Arnoux Mairie (Château-Arnoux-Saint-Auban),Europe/Paris,stop_area:SNCF:87751222,44.093331,6.009441,"[{'insee': '04049', 'name': 'Château-Arnoux-Saint-Auban', 'level': 8, 'coord': {'lat': '44.0936899', 'lon': '6.0080053'}, 'label': 'Château-Arnoux-Saint-Auban (04160)', 'id': 'admin:fr:04049', 'zip_code': '04160'}]"
2,"[{'type': 'source', 'value': '87751230'}, {'type': 'uic', 'value': '87751230'}]",Château-Arnoux-Saint-Auban,[],"{'lat': '44.061463', 'lon': '5.997435'}",Château-Arnoux-Saint-Auban (Château-Arnoux-Saint-Auban),Europe/Paris,stop_area:SNCF:87751230,44.061463,5.997435,"[{'insee': '04049', 'name': 'Château-Arnoux-Saint-Auban', 'level': 8, 'coord': {'lat': '44.0936899', 'lon': '6.0080053'}, 'label': 'Château-Arnoux-Saint-Auban (04160)', 'id': 'admin:fr:04049', 'zip_code': '04160'}]"
3,"[{'type': 'source', 'value': '87396606'}, {'type': 'uic', 'value': '87396606'}]",Château-du-Loir,[],"{'lat': '47.683334', 'lon': '0.414959'}",Château-du-Loir (Montval-sur-Loir),Europe/Paris,stop_area:SNCF:87396606,47.683334,0.414959,"[{'insee': '72071', 'name': 'Montval-sur-Loir', 'level': 8, 'coord': {'lat': '47.6951334', 'lon': '0.4179438'}, 'label': 'Montval-sur-Loir (72500)', 'id': 'admin:fr:72071', 'zip_code': '72500'}]"
4,"[{'type': 'source', 'value': '87543066'}, {'type': 'uic', 'value': '87543066'}]",Château-Gaillard,[],"{'lat': '48.14169', 'lon': '1.912815'}",Château-Gaillard (Santilly),Europe/Paris,stop_area:SNCF:87543066,48.14169,1.912815,"[{'insee': '28367', 'name': 'Santilly', 'level': 8, 'coord': {'lat': '48.146426', 'lon': '1.8726633'}, 'label': 'Santilly (28310)', 'id': 'admin:fr:28367', 'zip_code': '28310'}]"
5,"[{'type': 'source', 'value': '87595165'}, {'type': 'uic', 'value': '87595165'}]",Château-l'Évêque,[],"{'lat': '45.244633', 'lon': '0.688125'}",Château-l'Évêque (Château-l'Évêque),Europe/Paris,stop_area:SNCF:87595165,45.244633,0.688125,"[{'insee': '24115', 'name': ""Château-l'Évêque"", 'level': 8, 'coord': {'lat': '45.2452966', 'lon': '0.6861762'}, 'label': ""Château-l'Évêque (24460)"", 'id': 'admin:fr:24115', 'zip_code': '24460'}]"
6,"[{'type': 'source', 'value': '87574665'}, {'type': 'uic', 'value': '87574665'}]",Château-Renault,[],"{'lat': '47.587796', 'lon': '0.901524'}",Château-Renault (Château-Renault),Europe/Paris,stop_area:SNCF:87574665,47.587796,0.901524,"[{'insee': '37063', 'name': 'Château-Renault', 'level': 8, 'coord': {'lat': '47.5904923', 'lon': '0.9084166'}, 'label': 'Château-Renault (37110)', 'id': 'admin:fr:37063', 'zip_code': '37110'}]"
7,"[{'type': 'source', 'value': '87422394'}, {'type': 'uic', 'value': '87422394'}]",Château-Renault La Tannerie,[],"{'lat': '47.590941', 'lon': '0.908118'}",Château-Renault La Tannerie (Château-Renault),Europe/Paris,stop_area:SNCF:87422394,47.590941,0.908118,"[{'insee': '37063', 'name': 'Château-Renault', 'level': 8, 'coord': {'lat': '47.5904923', 'lon': '0.9084166'}, 'label': 'Château-Renault (37110)', 'id': 'admin:fr:37063', 'zip_code': '37110'}]"
8,"[{'type': 'source', 'value': '87422402'}, {'type': 'uic', 'value': '87422402'}]",Château-Renault Place Jean Jaurès,[],"{'lat': '47.592893', 'lon': '0.914995'}",Château-Renault Place Jean Jaurès (Château-Renault),Europe/Paris,stop_area:SNCF:87422402,47.592893,0.914995,"[{'insee': '37063', 'name': 'Château-Renault', 'level': 8, 'coord': {'lat': '47.5904923', 'lon': '0.9084166'}, 'label': 'Château-Renault (37110)', 'id': 'admin:fr:37063', 'zip_code': '37110'}]"
9,"[{'type': 'source', 'value': '87644088'}, {'type': 'uic', 'value': '87644088'}]",Château-Renault ZI,[],"{'lat': '47.592794', 'lon': '0.909204'}",Château-Renault ZI (Château-Renault),Europe/Paris,stop_area:SNCF:87644088,47.592794,0.909204,"[{'insee': '37063', 'name': 'Château-Renault', 'level': 8, 'coord': {'lat': '47.5904923', 'lon': '0.9084166'}, 'label': 'Château-Renault (37110)', 'id': 'admin:fr:37063', 'zip_code': '37110'}]"
10,"[{'type': 'source', 'value': '87116582'}, {'type': 'uic', 'value': '87116582'}]",Château-Thierry,[],"{'lat': '49.03814', 'lon': '3.409302'}",Château-Thierry (Château-Thierry),Europe/Paris,stop_area:SNCF:87116582,49.03814,3.409302,"[{'insee': '02168', 'name': 'Château-Thierry', 'level': 8, 'coord': {'lat': '49.0457362', 'lon': '3.4027111'}, 'label': 'Château-Thierry (02400)', 'id': 'admin:fr:02168', 'zip_code': '02400'}]"
11,"[{'type': 'source', 'value': '87471524'}, {'type': 'uic', 'value': '87471524'}]",Châteaubourg,[],"{'lat': '48.106361', 'lon': '-1.405159'}",Châteaubourg (Châteaubourg),Europe/Paris,stop_area:SNCF:87471524,48.106361,-1.405159,"[{'insee': '35068', 'name': 'Châteaubourg', 'level': 8, 'coord': {'lat': '48.1108554', 'lon': '-1.3982411'}, 'label': 'Châteaubourg (35220)', 'id': 'admin:fr:35068', 'zip_code': '35220'}]"
12,"[{'type': 'source', 'value': '87481648'}, {'type': 'uic', 'value': '87481648'}]",Châteaubriant,[],"{'lat': '47.717521', 'lon': '-1.371515'}",Châteaubriant (Châteaubriant),Europe/Paris,stop_area:SNCF:87481648,47.717521,-1.371515,"[{'insee': '44036', 'name': 'Châteaubriant', 'level': 8, 'coord': {'lat': '47.7194057', 'lon': '-1.3757282'}, 'label': 'Châteaubriant (44110)', 'id': 'admin:fr:44036', 'zip_code': '44110'}]"
13,"[{'type': 'source', 'value': '87590372'}, {'type': 'uic', 'value': '87590372'}]",Châteaubriant Tram Train,[],"{'lat': '47.717348', 'lon': '-1.371564'}",Châteaubriant Tram Train (Châteaubriant),Europe/Paris,stop_area:SNCF:87590372,47.717348,-1.371564,"[{'insee': '44036', 'name': 'Châteaubriant', 'level': 8, 'coord': {'lat': '47.7194057', 'lon': '-1.3757282'}, 'label': 'Châteaubriant (44110)', 'id': 'admin:fr:44036', 'zip_code': '44110'}]"
14,"[{'type': 'source', 'value': '87545756'}, {'type': 'uic', 'value': '87545756'}]",Châteaudun,[],"{'lat': '48.073409', 'lon': '1.338114'}",Châteaudun (Châteaudun),Europe/Paris,stop_area:SNCF:87545756,48.073409,1.338114,"[{'insee': '28088', 'name': 'Châteaudun', 'level': 8, 'coord': {'lat': '48.0702298', 'lon': '1.3284948'}, 'label': 'Châteaudun (28200)', 'id': 'admin:fr:28088', 'zip_code': '28200'}]"
15,"[{'type': 'source', 'value': '87690248'}, {'type': 'uic', 'value': '87690248'}]",Châteaudun-LEP-Paulsen,[],"{'lat': '48.062522', 'lon': '1.336105'}",Châteaudun-LEP-Paulsen (Châteaudun),Europe/Paris,stop_area:SNCF:87690248,48.062522,1.336105,"[{'insee': '28088', 'name': 'Châteaudun', 'level': 8, 'coord': {'lat': '48.0702298', 'lon': '1.3284948'}, 'label': 'Châteaudun (28200)', 'id': 'admin:fr:28088', 'zip_code': '28200'}]"
16,"[{'type': 'source', 'value': '87474064'}, {'type': 'uic', 'value': '87474064'}]",Châteaulin,[],"{'lat': '48.201603', 'lon': '-4.094308'}",Châteaulin (Châteaulin),Europe/Paris,stop_area:SNCF:87474064,48.201603,-4.094308,"[{'insee': '29026', 'name': 'Châteaulin', 'level': 8, 'coord': {'lat': '48.1958514', 'lon': '-4.0910438'}, 'label': 'Châteaulin (29150)', 'id': 'admin:fr:29026', 'zip_code': '29150'}]"
17,"[{'type': 'source', 'value': '87592105'}, {'type': 'uic', 'value': '87592105'}]",Châteauneuf - Bujaleuf,[],"{'lat': '45.759357', 'lon': '1.645235'}",Châteauneuf - Bujaleuf (Neuvic-Entier),Europe/Paris,stop_area:SNCF:87592105,45.759357,1.645235,"[{'insee': '87105', 'name': 'Neuvic-Entier', 'level': 8, 'coord': {'lat': '45.7223427', 'lon': '1.6124544'}, 'label': 'Neuvic-Entier (87130)', 'id': 'admin:fr:87105', 'zip_code': '87130'}]"
18,"[{'type': 'source', 'value': '87548438'}, {'type': 'uic', 'value': '87548438'}]",Châteauneuf-les-Bains Lamontgie,[],"{'lat': '46.025606', 'lon': '2.896332'}",Châteauneuf-les-Bains Lamontgie (Châteauneuf-les-Bains),Europe/Paris,stop_area:SNCF:87548438,46.025606,2.896332,"[{'insee': '63100', 'name': 'Châteauneuf-les-Bains', 'level': 8, 'coord': {'lat': '46.0278108', 'lon': '2.8966641'}, 'label': 'Châteauneuf-les-Bains (63390)', 'id': 'admin:fr:63100', 'zip_code': '63390'}]"
19,"[{'type': 'source', 'value': '87491506'}, {'type': 'uic', 'value': '87491506'}]",Châteauneuf-sur-Charente,[],"{'lat': '45.59978', 'lon': '-0.050217'}",Châteauneuf-sur-Charente (Châteauneuf-sur-Charente),Europe/Paris,stop_area:SNCF:87491506,45.59978,-0.050217,"[{'insee': '16090', 'name': 'Châteauneuf-sur-Charente', 'level': 8, 'coord': {'lat': '45.6000693', 'lon': '-0.0543783'}, 'label': 'Châteauneuf-sur-Charente (16120)', 'id': 'admin:fr:16090', 'zip_code': '16120'}]"
20,"[{'type': 'source', 'value': '87576298'}, {'type': 'uic', 'value': '87576298'}]",Châteauneuf-sur-Cher,[],"{'lat': '46.856682', 'lon': '2.310173'}",Châteauneuf-sur-Cher (Châteauneuf-sur-Cher),Europe/Paris,stop_area:SNCF:87576298,46.856682,2.310173,"[{'insee': '18058', 'name': 'Châteauneuf-sur-Cher', 'level': 8, 'coord': {'lat': '46.8580173', 'lon': '2.3178127'}, 'label': 'Châteauneuf-sur-Cher (18190)', 'id': 'admin:fr:18058', 'zip_code': '18190'}]"
21,"[{'type': 'source', 'value': '87597005'}, {'type': 'uic', 'value': '87597005'}]",Châteauroux,[],"{'lat': '46.809812', 'lon': '1.699483'}",Châteauroux (Châteauroux),Europe/Paris,stop_area:SNCF:87597005,46.809812,1.699483,"[{'insee': '36044', 'name': 'Châteauroux', 'level': 8, 'coord': {'lat': '46.8047', 'lon': '1.6957099'}, 'label': 'Châteauroux (36000)', 'id': 'admin:fr:36044', 'zip_code': '36000'}]"
22,"[{'type': 'source', 'value': '87689984'}, {'type': 'uic', 'value': '87689984'}]",Châteauroux - Lycée - Giraudoux,[],"{'lat': '46.81573', 'lon': '1.696765'}",Châteauroux - Lycée - Giraudoux (Châteauroux),Europe/Paris,stop_area:SNCF:87689984,46.81573,1.696765,"[{'insee': '36044', 'name': 'Châteauroux', 'level': 8, 'coord': {'lat': '46.8047', 'lon': '1.6957099'}, 'label': 'Châteauroux (36000)', 'id': 'admin:fr:36044', 'zip_code': '36000'}]"
23,"[{'type': 'source', 'value': '87689950'}, {'type': 'uic', 'value': '87689950'}]",Châteauroux Croix Perrine,[],"{'lat': '46.819753', 'lon': '1.684771'}",Châteauroux Croix Perrine (Châteauroux),Europe/Paris,stop_area:SNCF:87689950,46.819753,1.684771,"[{'insee': '36044', 'name': 'Châteauroux', 'level': 8, 'coord': {'lat': '46.8047', 'lon': '1.6957099'}, 'label': 'Châteauroux (36000)', 'id': 'admin:fr:36044', 'zip_code': '36000'}]"
24,"[{'type': 'source', 'value': '87201541'}, {'type': 'uic', 'value': '87201541'}]",Chateauroux GR,[],"{'lat': '46.8095', 'lon': '1.698721'}",Chateauroux GR (Châteauroux),Europe/Paris,stop_area:SNCF:87201541,46.8095,1.698721,"[{'insee': '36044', 'name': 'Châteauroux', 'level': 8, 'coord': {'lat': '46.8047', 'lon': '1.6957099'}, 'label': 'Châteauroux (36000)', 'id': 'admin:fr:36044', 'zip_code': '36000'}]"
0,"[{'type': 'source', 'value': '87689968'}, {'type': 'uic', 'value': '87689968'}]",Châteauroux Lycée Agricole,[],"{'lat': '46.78744', 'lon': '1.691144'}",Châteauroux Lycée Agricole (Châteauroux),Europe/Paris,stop_area:SNCF:87689968,46.78744,1.691144,"[{'insee': '36044', 'name': 'Châteauroux', 'level': 8, 'coord': {'lat': '46.8047', 'lon': '1.6957099'}, 'label': 'Châteauroux (36000)', 'id': 'admin:fr:36044', 'zip_code': '36000'}]"
1,"[{'type': 'source', 'value': '87689976'}, {'type': 'uic', 'value': '87689976'}]",Châteauroux Lycée Blaise Pascal,[],"{'lat': '46.798046', 'lon': '1.711364'}",Châteauroux Lycée Blaise Pascal (Châteauroux),Europe/Paris,stop_area:SNCF:87689976,46.798046,1.711364,"[{'insee': '36044', 'name': 'Châteauroux', 'level': 8, 'coord': {'lat': '46.8047', 'lon': '1.6957099'}, 'label': 'Châteauroux (36000)', 'id': 'admin:fr:36044', 'zip_code': '36000'}]"
2,"[{'type': 'source', 'value': '87689992'}, {'type': 'uic', 'value': '87689992'}]",Châteauroux Lycée Les Charmilles,[],"{'lat': '46.801176', 'lon': '1.716914'}",Châteauroux Lycée Les Charmilles (Châteauroux),Europe/Paris,stop_area:SNCF:87689992,46.801176,1.716914,"[{'insee': '36044', 'name': 'Châteauroux', 'level': 8, 'coord': {'lat': '46.8047', 'lon': '1.6957099'}, 'label': 'Châteauroux (36000)', 'id': 'admin:fr:36044', 'zip_code': '36000'}]"
3,"[{'type': 'source', 'value': '87690107'}, {'type': 'uic', 'value': '87690107'}]",Châteauroux Lycée P et M Curie,[],"{'lat': '46.809838', 'lon': '1.707049'}",Châteauroux Lycée P et M Curie (Châteauroux),Europe/Paris,stop_area:SNCF:87690107,46.809838,1.707049,"[{'insee': '36044', 'name': 'Châteauroux', 'level': 8, 'coord': {'lat': '46.8047', 'lon': '1.6957099'}, 'label': 'Châteauroux (36000)', 'id': 'admin:fr:36044', 'zip_code': '36000'}]"
4,"[{'type': 'source', 'value': '87689513'}, {'type': 'uic', 'value': '87689513'}]",Châteauroux Médiathèque,[],"{'lat': '46.808795', 'lon': '1.690653'}",Châteauroux Médiathèque (Châteauroux),Europe/Paris,stop_area:SNCF:87689513,46.808795,1.690653,"[{'insee': '36044', 'name': 'Châteauroux', 'level': 8, 'coord': {'lat': '46.8047', 'lon': '1.6957099'}, 'label': 'Châteauroux (36000)', 'id': 'admin:fr:36044', 'zip_code': '36000'}]"
5,"[{'type': 'source', 'value': '87690156'}, {'type': 'uic', 'value': '87690156'}]",Châteauroux-Préfecture,[],"{'lat': '46.810726', 'lon': '1.68675'}",Châteauroux-Préfecture (Châteauroux),Europe/Paris,stop_area:SNCF:87690156,46.810726,1.68675,"[{'insee': '36044', 'name': 'Châteauroux', 'level': 8, 'coord': {'lat': '46.8047', 'lon': '1.6957099'}, 'label': 'Châteauroux (36000)', 'id': 'admin:fr:36044', 'zip_code': '36000'}]"
6,"[{'type': 'source', 'value': '87144071'}, {'type': 'uic', 'value': '87144071'}]",Châtel - Nomexy,[],"{'lat': '48.307114', 'lon': '6.388008'}",Châtel - Nomexy (Nomexy),Europe/Paris,stop_area:SNCF:87144071,48.307114,6.388008,"[{'insee': '88327', 'name': 'Nomexy', 'level': 8, 'coord': {'lat': '48.3065907', 'lon': '6.382165'}, 'label': 'Nomexy (88440)', 'id': 'admin:fr:88327', 'zip_code': '88440'}]"
7,"[{'type': 'source', 'value': '87696856'}, {'type': 'uic', 'value': '87696856'}]",Châtel-Censoir,[],"{'lat': '47.537769', 'lon': '3.635211'}",Châtel-Censoir (Châtel-Censoir),Europe/Paris,stop_area:SNCF:87696856,47.537769,3.635211,"[{'insee': '89091', 'name': 'Châtel-Censoir', 'level': 8, 'coord': {'lat': '47.531951', 'lon': '3.6333156'}, 'label': 'Châtel-Censoir (89660)', 'id': 'admin:fr:89091', 'zip_code': '89660'}]"
8,"[{'type': 'source', 'value': '87566869'}, {'type': 'uic', 'value': '87566869'}]",Châtel-Guyon Office de Tourisme,[],"{'lat': '45.918419', 'lon': '3.074753'}",Châtel-Guyon Office de Tourisme (Châtel-Guyon),Europe/Paris,stop_area:SNCF:87566869,45.918419,3.074753,"[{'insee': '63103', 'name': 'Châtel-Guyon', 'level': 8, 'coord': {'lat': '45.9205', 'lon': '3.06111'}, 'label': 'Châtel-Guyon (63140)', 'id': 'admin:fr:63103', 'zip_code': '63140'}]"
9,"[{'type': 'source', 'value': '87485110'}, {'type': 'uic', 'value': '87485110'}]",Châtelaillon,[],"{'lat': '46.078282', 'lon': '-1.091118'}",Châtelaillon (Châtelaillon-Plage),Europe/Paris,stop_area:SNCF:87485110,46.078282,-1.091118,"[{'insee': '17094', 'name': 'Châtelaillon-Plage', 'level': 8, 'coord': {'lat': '46.0738633', 'lon': '-1.0903991'}, 'label': 'Châtelaillon-Plage (17340)', 'id': 'admin:fr:17094', 'zip_code': '17340'}]"
10,"[{'type': 'source', 'value': '87473140'}, {'type': 'uic', 'value': '87473140'}]",Châtelaudren - Plouagat,[],"{'lat': '48.533219', 'lon': '-2.974678'}",Châtelaudren - Plouagat (Châtelaudren-Plouagat),Europe/Paris,stop_area:SNCF:87473140,48.533219,-2.974678,"[{'insee': '22206', 'name': 'Châtelaudren-Plouagat', 'level': 8, 'coord': {'lat': '48.5368717', 'lon': '-2.9994448'}, 'label': 'Châtelaudren-Plouagat (22170)', 'id': 'admin:fr:22206', 'zip_code': '22170'}]"
11,"[{'type': 'source', 'value': '87758607'}, {'type': 'uic', 'value': '87758607'}]",Châtelet-les-Halles,[],"{'lat': '48.85983', 'lon': '2.34814'}",Châtelet-les-Halles (Paris),Europe/Paris,stop_area:SNCF:87758607,48.85983,2.34814,"[{'insee': '75056', 'name': 'Paris', 'level': 8, 'coord': {'lat': '48.8566969', 'lon': '2.3514616'}, 'label': 'Paris (75000-75116)', 'id': 'admin:fr:75056', 'zip_code': '75000;75116'}]"
12,"[{'type': 'source', 'value': '87575142'}, {'type': 'uic', 'value': '87575142'}]",Châtellerault,[],"{'lat': '46.818594', 'lon': '0.549279'}",Châtellerault (Châtellerault),Europe/Paris,stop_area:SNCF:87575142,46.818594,0.549279,"[{'insee': '86066', 'name': 'Châtellerault', 'level': 8, 'coord': {'lat': '46.8180047', 'lon': '0.545812'}, 'label': 'Châtellerault (86100)', 'id': 'admin:fr:86066', 'zip_code': '86100'}]"
13,"[{'type': 'source', 'value': '87744235'}, {'type': 'uic', 'value': '87744235'}]",Châtenois Collège,[],"{'lat': '48.270312', 'lon': '7.407618'}",Châtenois Collège (Châtenois),Europe/Paris,stop_area:SNCF:87744235,48.270312,7.407618,"[{'insee': '67073', 'name': 'Châtenois', 'level': 8, 'coord': {'lat': '48.272548', 'lon': '7.4013652'}, 'label': 'Châtenois (67730)', 'id': 'admin:fr:67073', 'zip_code': '67730'}]"
14,"[{'type': 'source', 'value': '87640441'}, {'type': 'uic', 'value': '87640441'}]",Châtenois Gare,[],"{'lat': '48.276073', 'lon': '7.402036'}",Châtenois Gare (Châtenois),Europe/Paris,stop_area:SNCF:87640441,48.276073,7.402036,"[{'insee': '67073', 'name': 'Châtenois', 'level': 8, 'coord': {'lat': '48.272548', 'lon': '7.4013652'}, 'label': 'Châtenois (67730)', 'id': 'admin:fr:67073', 'zip_code': '67730'}]"
15,"[{'type': 'source', 'value': '87640458'}, {'type': 'uic', 'value': '87640458'}]",Châtenois Val-de-Villé Gare,[],"{'lat': '48.282952', 'lon': '7.381939'}",Châtenois Val-de-Villé Gare (Châtenois),Europe/Paris,stop_area:SNCF:87640458,48.282952,7.381939,"[{'insee': '67073', 'name': 'Châtenois', 'level': 8, 'coord': {'lat': '48.272548', 'lon': '7.4013652'}, 'label': 'Châtenois (67730)', 'id': 'admin:fr:67073', 'zip_code': '67730'}]"
16,"[{'type': 'source', 'value': '87688952'}, {'type': 'uic', 'value': '87688952'}]",Chatillon - Hôtel - Saint-Antoine,[],"{'lat': '46.988208', 'lon': '1.171825'}",Chatillon - Hôtel - Saint-Antoine (Châtillon-sur-Indre),Europe/Paris,stop_area:SNCF:87688952,46.988208,1.171825,"[{'insee': '36045', 'name': 'Châtillon-sur-Indre', 'level': 8, 'coord': {'lat': '46.9865819', 'lon': '1.1745103'}, 'label': 'Châtillon-sur-Indre (36700)', 'id': 'admin:fr:36045', 'zip_code': '36700'}]"
17,"[{'type': 'source', 'value': '87721753'}, {'type': 'uic', 'value': '87721753'}]",Châtillon d'Azergues,[],"{'lat': '45.875248', 'lon': '4.64517'}",Châtillon d'Azergues (Châtillon),Europe/Paris,stop_area:SNCF:87721753,45.875248,4.64517,"[{'insee': '69050', 'name': 'Châtillon', 'level': 8, 'coord': {'lat': '45.8768729', 'lon': '4.6451045'}, 'label': 'Châtillon (69380)', 'id': 'admin:fr:69050', 'zip_code': '69380'}]"
18,"[{'type': 'source', 'value': '87644096'}, {'type': 'uic', 'value': '87644096'}]",Châtillon Place du Mail,[],"{'lat': '46.987279', 'lon': '1.17352'}",Châtillon Place du Mail (Châtillon-sur-Indre),Europe/Paris,stop_area:SNCF:87644096,46.987279,1.17352,"[{'insee': '36045', 'name': 'Châtillon-sur-Indre', 'level': 8, 'coord': {'lat': '46.9865819', 'lon': '1.1745103'}, 'label': 'Châtillon-sur-Indre (36700)', 'id': 'admin:fr:36045', 'zip_code': '36700'}]"
19,"[{'type': 'source', 'value': '87745711'}, {'type': 'uic', 'value': '87745711'}]",Châtillon-en-Michaille centre,[],"{'lat': '46.144399', 'lon': '5.798421'}",Châtillon-en-Michaille centre (Valserhône),Europe/Paris,stop_area:SNCF:87745711,46.144399,5.798421,"[{'insee': '01033', 'name': 'Valserhône', 'level': 8, 'coord': {'lat': '46.1085565', 'lon': '5.8259295'}, 'label': 'Valserhône (01200)', 'id': 'admin:fr:01033', 'zip_code': '01200'}]"
20,"[{'type': 'source', 'value': '87107482'}, {'type': 'uic', 'value': '87107482'}]",Chatonrupt,[],"{'lat': '48.488599', 'lon': '5.12729'}",Chatonrupt (Chatonrupt-Sommermont),Europe/Paris,stop_area:SNCF:87107482,48.488599,5.12729,"[{'insee': '52118', 'name': 'Chatonrupt-Sommermont', 'level': 8, 'coord': {'lat': '48.4862487', 'lon': '5.1234619'}, 'label': 'Chatonrupt-Sommermont (52300)', 'id': 'admin:fr:52118', 'zip_code': '52300'}]"
21,"[{'type': 'source', 'value': '87758060'}, {'type': 'uic', 'value': '87758060'}]",Chatou-Croissy,[],"{'lat': '48.885406', 'lon': '2.156432'}",Chatou-Croissy (Chatou),Europe/Paris,stop_area:SNCF:87758060,48.885406,2.156432,"[{'insee': '78146', 'name': 'Chatou', 'level': 8, 'coord': {'lat': '48.8897044', 'lon': '2.1573695'}, 'label': 'Chatou (78400)', 'id': 'admin:fr:78146', 'zip_code': '78400'}]"
22,"[{'type': 'source', 'value': '87118133'}, {'type': 'uic', 'value': '87118133'}]",Châtres Salle Polyvalente,[],"{'lat': '48.501415', 'lon': '3.853637'}",Châtres Salle Polyvalente (Châtres),Europe/Paris,stop_area:SNCF:87118133,48.501415,3.853637,"[{'insee': '10089', 'name': 'Châtres', 'level': 8, 'coord': {'lat': '48.5012221', 'lon': '3.8473628'}, 'label': 'Châtres (10510)', 'id': 'admin:fr:10089', 'zip_code': '10510'}]"
23,"[{'type': 'source', 'value': '87576710'}, {'type': 'uic', 'value': '87576710'}]",Châtres-sur-Cher,[],"{'lat': '47.264677', 'lon': '1.905763'}",Châtres-sur-Cher (Châtres-sur-Cher),Europe/Paris,stop_area:SNCF:87576710,47.264677,1.905763,"[{'insee': '41044', 'name': 'Châtres-sur-Cher', 'level': 8, 'coord': {'lat': '47.2645938', 'lon': '1.9077269'}, 'label': 'Châtres-sur-Cher (41320)', 'id': 'admin:fr:41044', 'zip_code': '41320'}]"
24,"[{'type': 'source', 'value': '87690230'}, {'type': 'uic', 'value': '87690230'}]",Chatres-Zelie-Fouquet,[],"{'lat': '47.267072', 'lon': '1.888082'}",Chatres-Zelie-Fouquet (Châtres-sur-Cher),Europe/Paris,stop_area:SNCF:87690230,47.267072,1.888082,"[{'insee': '41044', 'name': 'Châtres-sur-Cher', 'level': 8, 'coord': {'lat': '47.2645938', 'lon': '1.9077269'}, 'label': 'Châtres-sur-Cher (41320)', 'id': 'admin:fr:41044', 'zip_code': '41320'}]"
0,"[{'type': 'source', 'value': '87694778'}, {'type': 'uic', 'value': '87694778'}]",Chauffailles,[],"{'lat': '46.207439', 'lon': '4.345393'}",Chauffailles (Chauffailles),Europe/Paris,stop_area:SNCF:87694778,46.207439,4.345393,"[{'insee': '71120', 'name': 'Chauffailles', 'level': 8, 'coord': {'lat': '46.2077321', 'lon': '4.338189'}, 'label': 'Chauffailles (71170)', 'id': 'admin:fr:71120', 'zip_code': '71170'}]"
